Account,Coin,Execution Price,Size Tokens,Size USD,Side,Timestamp IST,Start Position,Direction,Closed PnL,Transaction Hash,Order ID,Crossed,Fee,Trade ID,Timestamp,time,date
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,96634.0,0.20621,19926.9,BUY,04-12-2024 16:16,-0.20621,Close Short,69.90519,0x7e93e0671516100ec4420418650f8d0201260026cfdcecc9521ae1dbd3be2047,52528803619,True,5.978069,164000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,20.342,10.96,222.95,BUY,25-02-2025 03:30,67307.35,Open Long,0.0,0x3fe5d4adc4f90e7efc8f041e66856302018a00fa9c39cd13dcb1859963a795ca,74479435156,False,0.021402,627000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,16.06,62.49,1003.59,SELL,07-03-2025 20:39,58257.33,Close Long,39.268716,0x00f4bf283210e09cb09f041f17055702026900bab3394dcf73495437996023ea,77962361891,True,0.250897,120000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xb899e522b5715391ae1d4f137653e7906c5e2115,TRUMP,9.751,53.9,525.58,SELL,11-03-2025 06:11,-17317.5,Open Short,0.0,0x103bf6af334341544f44041f4f250602046a0027a652de3bf83b46177ce6b23c,78879081519,True,0.131394,854000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,19.837,740.04,14680.17,SELL,25-02-2025 21:23,296165.43,Close Long,1.628088,0xa1453c9cdc64ab42f560041e72b2d90205f7008209428af526a1af439ea118cc,74784393146,False,0.704647,193000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,WIF,2.3288,214.0,498.36,SELL,08-03-2024 23:41,6941.0,Close Long,30.2596,0x4a7a0d37301574cac5850407f347ca0201430030aff4a5d682852ff2d4396459,12713152716,False,-0.009967,766000000000000.0,1710000000000.0,2024-03-09 16:00:00,2024-03-09
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,kBONK,0.01637,122800.0,2010.24,BUY,28-02-2024 17:33,-800061.0,Close Short,49.8568,0xf0bcbef206362a64439e0407d1a23901430101d6d1b0153811a3c43c45cd6070,11230804906,False,-0.040204,1010000000000000.0,1710000000000.0,2024-03-09 16:00:00,2024-03-09
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,27.0,8.39,226.53,SELL,20-12-2024 20:43,33829.95113,Sell,10.46359,0xf5864b5d351e088c67270419b228c402020f001bce1b45bf28f21a9cc3a78ee7,57098180804,False,0.011326,1040000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x8477e447846c758f5a675856001ea72298fd9cb5,PENGU,0.0432,12847.0,554.99,BUY,07-01-2025 02:39,-417417.0,Close Short,4.393674,0x1b5d5e9d03ebc93e0125041ad3b41a0000f5e045ff9ec42196c90946d6421f27,60992396988,False,0.055499,36600000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,BTC,83396.0,0.015,1250.94,SELL,19-03-2025 13:59,3.91003,Close Long,10.23,0x367305bc7802c8807e69041fd89034020166008ddd1ea21316fb3bafd4e71faa,80685959412,False,0.125094,904000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,15.1,0.92,13.89,BUY,08-03-2025 05:10,3600.8708,Buy,0.0,0x0000000000000000000000000000000000000000000000000000000000000000,78091535075,False,4.596e-05,339000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,19.928,61.01,1215.81,SELL,26-02-2025 18:41,902.7760606,Sell,17.256742,0xc07abda27f2480ad01f2041e815e4702024c00c4c48194daecf753d01867c93e,75151254559,True,0.364742,759000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,FARTCOIN,0.31352,400.0,125.41,BUY,19-02-2025 02:42,-47667.4,Close Short,1.312,0xccd6e2f5e0deb2f94ceb041e0499ab02015a00b7f6222674d7ce8d3dce62bdbe,73267512472,True,0.042136,935000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,HYPE,27.367,166.92,4568.1,BUY,17-12-2024 00:53,653.09,Open Long,0.0,0xea45d146b8ea9afa5dd3041965a46d01cf005d5d373cbb04ee87e2cae3a03b32,55856998125,False,0.228404,314000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x8477e447846c758f5a675856001ea72298fd9cb5,kBONK,0.015175,36573.0,555.0,BUY,23-04-2025 05:59,-5150329.0,Close Short,-15.506952,0x96b75825af69334e52ac04221049cb01fe00738f6cc1574145855fb2a8ca1bab,88143201332,False,0.055499,287000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,GRASS,3.2986,4.5,14.84,SELL,03-01-2025 06:51,-151.4,Open Short,0.0,0xd244825d9e9a00361b2f041a84283401a40014c792e1a789d4326473c204887b,60327154750,True,0.004987,652000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,23.296,11.06,257.65,BUY,07-02-2025 12:13,3589.699979,Buy,0.0,0x1c18c6eeab0a8ec27917041d4baedf0176005f3edcfc6a626c2fb5f25fdc3eb7,70374178098,True,0.00387096,200000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,13.754,14.54,199.98,BUY,16-03-2025 13:19,2437.45,Open Long,0.0,0xb359e939a5b7a2b8c3ed041fa6d05b01a800040ef7cbd1868cb2731676954c4a,80106677801,True,0.059994,527000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,FARTCOIN,1.1788,16.3,19.21,BUY,23-04-2025 03:30,535248.6,Open Long,0.0,0x6862aabd32992c0458e604220e969502010c007d2c0a8d7cacf2bfb8c8f5304a,88114061619,True,0.006725,284000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,85514.0,1.75409,149999.25,BUY,13-04-2025 04:03,25.68343,Open Long,0.0,0xf4cc710f389fb8a5f0c504216d7ff70202df0016109ad0f61678b35a1853efaf,86111984800,True,37.499813,179000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x083384f897ee0f19899168e3b1bec365f52a9012,ETH,2667.5,49.7831,132796.42,BUY,24-02-2025 18:31,-1349.7831,Close Short,1663.751202,0x201d3041a3b9a83311fb041e605aa60201fc005476c4101dcab5cab070cc1ff1,74455682329,True,46.478746,1100000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,11.581,78.36,907.49,SELL,04-04-2025 02:21,3180.54,Close Long,25.93716,0x6b69cab5571f1e0c17f00420d8b67302019f0098fd2f63263f8df1d9eab9703d,83749158787,True,0.31762,1110000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,JELLY,0.16028,4923.0,789.06,SELL,30-01-2025 15:43,166327.0,Close Long,19.056933,0x81fb053c0a171a35df8c041cccd78402010b007c6b461c1539db90a5e72a934f,67721204335,True,0.265123,407000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,ONDO,1.3867,242.0,335.58,BUY,07-02-2025 22:55,3168.0,Open Long,0.0,0x0edb92e3d4f81eac8ac8041d52eed601ef0033666bec88d39792976be1102d83,70521452203,False,0.033558,770000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,86717.0,1.72976,149999.6,SELL,21-04-2025 06:21,-39.4485,Open Short,0.0,0xd83aba0603eca74c5d270421f024cb020407001569e14154c79db01de636f0c7,87695730160,True,34.499907,604000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,BTC,41839.0,0.06111,2556.78,BUY,20-01-2024 01:27,-2.99561,Close Short,-6.612102,0xcbae5506b6f4032e91c304073a6193018600d9c702321958d074c3c060b6fded,7552786498,True,0.639195,528000000000000.0,1710000000000.0,2024-03-09 16:00:00,2024-03-09
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,JELLY,0.014624,35322.0,516.55,SELL,07-02-2025 22:52,1567782.0,Close Long,-2.260608,0x0acaa69f84c70d13be42041d52e60302019300c59425798a49169247870ca6c0,70527219613,False,0.049587,178000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x083384f897ee0f19899168e3b1bec365f52a9012,ETH,3590.6,15.093,54192.93,BUY,28-11-2024 00:10,-417.4971,Close Short,-6346.15371,0xdf12fb578ea4a457a41d0417db95f101e600fa3ce07ef316e96f3d28ac4f5ffc,50879745546,False,5.419292,912000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,91049.0,0.92545,84261.3,SELL,23-04-2025 01:12,32.63056,Close Long,45.069415,0xb42f70033bf4703003b004220d0c1e0201ef00913989b42d1df01a5978042e6b,88092168693,True,19.380098,269000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,16.412,1.22,20.02,SELL,04-03-2025 16:19,724.12,Close Long,0.315248,0xc6e083ad41faef9e67d7041ee31cf802018e005c0e4f62c73e2c95ba9058e512,77002586154,True,0.006006,511000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,ENA,0.91021,1099.0,1000.32,SELL,16-01-2025 23:48,-407000.0,Open Short,0.0,0x97d3be1598fd3867e87e041b9e4e1801ea001dfdee50f34b5677803b568dd5d7,63543240219,True,0.350112,523000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x8170715b3b381dffb7062c0298972d4727a0a63b,MELANIA,0.86,5812.2,4998.49,SELL,02-03-2025 13:25,-285406.9,Open Short,0.0,0xbec0a9e9c8094d6cbcc7041ec01db302019600943a8e2985f87a193b7fe9fab2,76243596625,False,0.479855,707000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,61310.0,0.48931,29999.6,SELL,11-10-2024 18:24,3.38809,Close Long,621.472631,0x52e5ecfd74e5f02ff1900414018edc013700961a041569883ed40c451dbaf148,41446140718,True,10.499858,654000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,XRP,1.1183,67.0,74.93,SELL,19-11-2024 12:48,-25.0,Open Short,0.0,0x07bff9d4950002df835b04172b400d02016300c2a40207c5b414cfdfe60bb4e6,48451337533,True,0.026224,277000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x8477e447846c758f5a675856001ea72298fd9cb5,SOL,245.0,2.26,553.7,SELL,18-11-2024 20:12,-11.37,Open Short,0.0,0x7fb421820ce58e73064904171ce7370201080087b27cb5981f6f9f485a1b4ac3,48281465722,True,0.193795,366000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,24.49,10.0,244.9,SELL,18-12-2024 10:14,42044.6188,Sell,-8.374743,0xe7c08009b2e0a919c37604198233ab01f00033979c65595cc3c25e3dbb7e8bdc,56184154332,False,0.012245,1120000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,17.786,223.11,3968.23,BUY,19-04-2025 18:51,-4612.36,Close Short,27.353286,0xa2879a65d398d935d74a0421d8be04015e009217bfa2c5968861c1366d3ae038,87480495036,True,1.19047,733000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,@107,24.762,2.0,49.52,BUY,06-02-2025 20:42,2561.243024,Buy,0.0,0x476723e262a2cff1383c041d41314202021e00e9127145e2072b69a01cbb57d1,70162815345,True,0.00059999,888000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x39cef799f8b69da1995852eea189df24eb5cae3c,MELANIA,0.72177,1087.7,785.07,SELL,17-03-2025 07:47,-88119.9,Open Short,0.0,0x00b2727ba301e2d1312d041fb37d0c01a800146952f2d57fb47738426e3eac90,80265051214,False,0.078506,413000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,ONDO,1.4355,1191.0,1709.68,SELL,04-02-2025 05:36,3070.0,Close Long,21.432045,0x0487c8d4af6ed411449f041d16a7750201590082f394b74bd2f10eb89c0eb3a0,69223029292,True,0.598388,235000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,PENDLE,3.9708,25.0,99.27,SELL,31-01-2025 21:33,133.0,Close Long,12.334325,0x388f13aef6f05579d192041ce0e40702023f006a6435f9f68301e44aefcd9664,68015817423,True,0.034744,887000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x8170715b3b381dffb7062c0298972d4727a0a63b,MELANIA,0.48342,1772.8,857.01,BUY,23-04-2025 21:57,-1984434.7,Close Short,128.545728,0x778f705c3b4a30fa073c04221b398e0202b700674224c426c4f8663fe9112885,88365559528,True,0.287953,219000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,18.018,94.33,1699.64,BUY,25-02-2025 09:01,3956.680724,Buy,0.0,0x9e59eaed50f70c8c0f2a041e6a45b902014d0069cdd6112f67dd3e8e569a7ec3,74659793636,True,0.03301548,158000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,26.629,9.05,240.99,SELL,26-12-2024 08:25,12566.52212,Sell,4.406842,0x2ac69c4c4823c9c30336041a01162a01940068a3c6fc3abe9a20fec8ebf01f32,58672695450,True,0.072297,159000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,FARTCOIN,0.65566,451.0,295.7,BUY,02-02-2025 05:02,188968.4,Open Long,0.0,0x187a08d0f721db172ef5041cf6112202025b00fe6494dad91ff13e39a87e3b44,68340840169,True,0.103495,1100000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,18.158,13.65,247.86,BUY,22-04-2025 16:04,-7294.55,Close Short,2.39421,0xc51c07e5645a18e14d46042206d1f601b100f040208eabbf0d96a8ade40c253c,87985510340,True,0.074357,1070000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,@107,21.291,18.1,385.37,BUY,15-12-2024 17:35,96904.08198,Buy,0.0,0x364068337bb1fe1242ce04194aaf19018d0084d83db42de6c8c0cea764985a83,55565425072,True,0.00633497,897000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,34.2,0.34,11.63,SELL,22-12-2024 15:25,17327.88023,Sell,0.862002,0x0000000000000000000000000000000000000000000000000000000000000000,57665349742,False,0.000581,244000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x271b280974205ca63b716753467d5a371de622ab,FARTCOIN,0.84767,144.8,122.74,SELL,21-04-2025 04:27,-85181.8,Open Short,0.0,0xda88f5057b6d359059180421eee1a00176006a7e28c96fbeef4d584751bd2449,87678792089,False,0.005891,1100000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0x8170715b3b381dffb7062c0298972d4727a0a63b,MELANIA,0.496,1010.0,500.96,SELL,11-04-2025 11:51,-1143625.1,Open Short,0.0,0xcfdca2fd923ea871d7f20421523f280201d3004ba4fabce476522aaa8757ed53,85661894891,False,0.048092,860000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,@123,28.996,109.09,3163.17,BUY,13-12-2024 20:47,1361.173423,Buy,0.0,0xeefc7817885593a9ebba041923e86001e400f3342219ce782079b4efdb58f43c,55210428706,True,0.03818147,800000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,@107,9.609,23.62,226.96,SELL,07-04-2025 12:21,373.6297601,Sell,-0.044598,0x4dfce52b8d0790742416042110a503020207006879c00b89bf59a2ab2363b12f,84520482657,True,0.079437,1010000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,12.52,613.21,7677.39,SELL,03-04-2025 07:23,86152.47,Close Long,12.202879,0xf751e5389c0d39226fec0420cb85de019f003a262d14aed1e82472bbe32be5ef,83515748199,False,0.383869,1020000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,PURR/USDC,0.57039,212.0,120.92,SELL,16-12-2024 02:33,34496.02687,Sell,54.061877,0x13d9988fee4a8809db0b04195274f4014800307f633fce8fbb32cb1d62eacfaf,55628733578,True,0.042322,31000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,TRUMP,14.2,470.4,6679.68,BUY,24-04-2025 03:34,525.3,Open Long,0.0,0x9f794aef7e64a5326edd04221f0bb002010d0010d005bf164ecf6494c0e27266,88427118625,False,0.667968,717000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,FTT,3.5,29.4,102.9,SELL,11-12-2024 13:41,-2251.0,Open Short,0.0,0x7d4264438f07b65271600418f4310802014a00e20b82398de9c2c9f87310dfcd,54602825054,False,0.009878,895000000000000.0,1730000000000.0,2024-10-27 03:33:20,2024-10-27
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,84500.0,0.6638,56091.1,BUY,13-04-2025 11:19,44.95681,Open Long,0.0,0x918f309053be387a62bc0421726781015300ac5932467f5a21a0a015730f66bb,86120505514,False,0.0,931000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,93329.0,3.20784,299384.5,BUY,24-04-2025 01:11,60.32445,Open Long,0.0,0xe6bc2d6fcb8316230e4004221d72670201ea00a3589436563e2a38754cfe5f34,88406907259,True,68.858434,1020000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,12.271,412.91,5066.82,SELL,08-04-2025 08:17,2106.59,Close Long,208.849878,0x9640c7e2c5f4a8ce220c04211e5812020225004dcd3c128467f24352a492f280,84858918768,True,1.520045,257000000000000.0,1740000000000.0,2025-02-19 21:20:00,2025-02-19
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,HYPE,18.036,11.06,199.48,BUY,20-04-2025 06:19,-2764.43,Close Short,1.495312,0xe9d214a4a75e9fce8d9a0421e0515d02017f003d33d0a647651c40a776550aeb,87545212995,True,0.069817,456000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,94810.0,0.011,1042.91,SELL,29-04-2025 01:09,57.21043,Close Long,2.9986,0xc235b77fd47a80c6b5ea04226e8eec020452000733da615e8239da7c2c726812,89609661670,False,0.0,421000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
0x271b280974205ca63b716753467d5a371de622ab,FARTCOIN,1.0591,473.0,500.95,SELL,22-04-2025 21:06,-1700.2,Open Short,0.0,0x65fa62cdcaaf101896af04220a3e2902019b001db3072e70dc0a7adbb2909ecf,88048849112,True,0.144274,573000000000000.0,1750000000000.0,2025-06-15 15:06:40,2025-06-15
